ID,Comment,Sentiment
2304,"Siç duket, asnjëherë nuk do ta blej sërish.",0
2305,Problemi vazhdon pa u zgjidhur.,0
2306,Produkti arriti saktësisht siç u përshkrua.,1
2307,Klienti u trajtua me respekt dhe kujdes.,1
2308,"Kohët e fundit, jam absolutisht i entuziazmuar me rezultatin.",1
2309,"Këtë muaj, faqja e internetit është e lehtë për t'u përdorur.",1
2310,Stafi nuk dinte asgjë rreth produktit.,0
2311,Infrastruktura është në gjendje të mjerueshme.,0
2312,Mund të ketë prodhime që i pershtateshin me mire nevojes.,0/1
2313,Problemi vazhdon pa u zgjidhur.,0
2314,Ekipi tregoi profesionalizëm të lartë.,1
2315,Trajnimi i ndihmoi shumë punonjësit.,1
2316,"Sot, opinionet e njerëzve ndahen rreth kësaj çështjeje.",0/1
2317,Situata nuk ka ndryshuar ndjeshëm muajt e fundit.,0/1
2318,"Besoj se, çështja është komplekse dhe kërkon analizë të mëtejshme.",0/1
2319,Dorëzimi ishte në kohë por paketa nuk ishte ideale.,0/1
2320,"Vitin e kaluar, menaxhimi i situatës ishte katastrofik.",0
2321,"Nga ajo çfarë pashë, ekipi i mbështetjes ishte shumë ndihmues.",1
2322,Cilësia ka rënë dramatikisht vitet e fundit.,0
2323,Ky vendim do të dëmtojë shumë njerëz.,0
2324,Rezultatet janë vërtet mbresëlënëse.,1
2325,Stafi nuk dinte asgjë rreth produktit.,0
2326,Reportazhi ishte shumë profesional.,1
2327,Gazetari ka bërë punë të shkëlqyer.,1
2328,"Kohët e fundit, procesi i kthimit ishte shumë i komplikuar.",0
2329,Çmimi ishte i drejtë dhe transparent.,1
2330,"Sipas raporteve, përvojë shumë pozitive, do të kthehem.",1
2331,Ngjarja ishte e organizuar shumë mirë.,1
2332,Reportazhi ishte shumë profesional.,1
2333,"Nga ajo çfarë pashë, ky problem nuk është adresuar fare.",0
2334,Koncerti ishte i mrekullueshëm.,1
2335,Mungonte plotësisht transparenca.,0
2336,Statistikat tregojnë tendenca të ndryshme.,0/1
2337,Produkti ka disa aspekte pozitive dhe negative.,0/1
2338,Situata është alarmante dhe shqetësuese.,0
2339,Stafi nuk dinte asgjë rreth produktit.,0
2340,Informacioni ishte i vjetëruar dhe i rremë.,0
2341,Aktiviteti ishte i organizuar keq.,0
2342,Ndërtesa e re është e bukur dhe funksionale.,1
2343,"Sot, menaxhimi i situatës ishte katastrofik.",0
2344,Produkti i kryen funksionet bazë të pritshme.,0/1
2345,Palët e ndryshme kanë qëndrime të ndryshme.,0/1
2346,Bashkëpunimi ishte shumë produktiv.,1
2347,Menaxhimi i situatës ishte katastrofik.,0
2348,Artikulli kishte shumë gabime faktike.,0
2349,Artikulli jep informacion bazik pa thellim.,0/1
2350,"Javën e kaluar, pritet një vendim zyrtar brenda javëve.",0/1
2351,"Kohët e fundit, artikulli ishte i shkruar mirë dhe qartë.",1
2352,Shumë i lumtur me zgjedhjen time.,1
2353,"Vitin e kaluar, produkti i kryen funksionet bazë të pritshme.",0/1
2354,Politika është ende nën debat.,0/1
2355,"Dje, procesi i kthimit ishte shumë i komplikuar.",0
2356,"Javën e kaluar, kjo politikë do të ndihmojë shumë njerëz.",1
2357,Njerëzit po vuajnë nga kjo politikë.,0
2358,Kjo situatë është jashtëzakonisht e rëndë.,0
2359,Raporti përfshin të dhëna nga burime të ndryshme.,0/1
2360,"Sipas raporteve, paketa ishte e kujdesshme dhe e sigurt.",1
2361,"Mendoj se, bashkëpunimi ishte shumë i vështirë.",0
2362,E bleva dhe do ta vlerësoj me kalimin e kohës.,0/1
2363,Cilësia ishte shumë nën pritjet e mia.,0
2364,Faqja e internetit është e lehtë për t'u përdorur.,1
2365,Faqja kishte shumë gabime teknike.,0
2366,Statistikat tregojnë tendenca të ndryshme.,0/1
2367,Jam shumë i kënaqur me blerjen time.,1
2368,Procesi po vazhdon sipas planit.,0/1
2369,"Sot, ka argumente nga të dyja anët e çështjes.",0/1
2370,Takimi solli pikëpamje të ndryshme.,0/1
2371,Paketa ishte e kujdesshme dhe e sigurt.,1
2372,Kurrë më nuk do të blej nga ky dyqan.,0
2373,"Këtë muaj, jam absolutisht i entuziazmuar me rezultatin.",1
2374,Jam absolutisht i entuziazmuar me rezultatin.,1
2375,"Sipas raporteve, nuk do ta rekomandoj askujt këtë vend.",0
2376,Diskutimi ishte i hapur pa një konkluzion të qartë.,0/1
2377,Mungonte plotësisht transparenca.,0
2378,"Sipas raporteve, ndryshimet janë graduale dhe jo dramatike.",0/1
2379,Shërbimi plotëson kërkesat minimale.,0/1
2380,Kurrë më nuk do të blej nga ky dyqan.,0
2381,"Mendoj se, situata nuk ka ndryshuar ndjeshëm muajt e fundit.",0/1
2382,Çmimi është shumë i lartë për cilësinë.,0
2383,Opinionet e njerëzve ndahen rreth kësaj çështjeje.,0/1
2384,Problem i njëjtë tashmë herën e tretë.,0
2385,Do të kërkoj rimbursim për këtë produkt.,0
2386,Faqja kishte shumë gabime teknike.,0
2387,Diskutimi ishte i hapur pa një konkluzion të qartë.,0/1
2388,Nuk po shihet asnjë zgjidhje afër.,0
2389,Çmimi është shumë i lartë për cilësinë.,0
2390,"Mendoj se, nuk e meritoja këtë shërbim të keq.",0
2391,Ky problem nuk është adresuar fare.,0
2392,"Besoj se, asnjëherë nuk do ta blej sërish.",0
2393,Informacioni ishte i vjetëruar dhe i rremë.,0
2394,"Besoj se, çmimi është i pranueshëm por mund të ishte më i mirë.",0/1
2395,"Përvojë shumë pozitive, do të kthehem.",1
2396,Menaxhimi i situatës ishte katastrofik.,0
2397,Situata është e ndërlikuar dhe ka shumë aspekte.,0/1
2398,Bashkëpunimi ishte shumë produktiv.,1
2399,"Siç duket, restoranti ka atmosferë shumë të këndshme.",1
2400,Rekomandoj fuqishëm këtë dyqan.,1
2401,Produkti ishte i falsifikuar dhe i rrezikshëm.,0
2402,Statistikat tregojnë tendenca të ndryshme.,0/1
2403,Libri është ndër më të mirët që kam lexuar.,1
2404,Informacioni i disponueshëm është i kufizuar.,0/1
2405,"Dje, shumë i kënaqur me porosinë time.",1
2406,Ky vendim ka efekte pozitive dhe negative.,0/1
2407,Shërbimi i klientit u përgjigj menjëherë.,1
2408,"Kohët e fundit, ky institucion ka humbur çdo kredibilitet.",0
2409,Procesi i kthimit ishte shumë i komplikuar.,0
2410,Rekomandoj fuqishëm këtë dyqan.,1
2411,Kjo praktikë është e papranueshme.,0
2412,Shkeljet e rregullave janë të shumta.,0
2413,"Sot, ky produkt është investimi më i mirë që kam bërë.",1
2414,Produkti është i bukur dhe funksional.,1
2415,Zhvillimet janë nën monitorim të vazhdueshëm.,0/1
2416,"Siç duket, nuk po shihet asnjë zgjidhje afër.",0
2417,"Sot, informacioni i dhënë ishte i pasaktë.",0
2418,Humbja e parave ishte e pafalshme.,0
2419,Njerëzit po vuajnë nga kjo politikë.,0
2420,"Nga përvoja ime, pritja ishte e gjatë dhe e padurueshme.",0
2421,Situata mbetet e njëjtë si javën e kaluar.,0/1
2422,Lajmi ishte i pasaktë dhe mashtrues.,0
2423,Ekspozita ishte shumë edukuese.,1
2424,Aktiviteti ishte i organizuar keq.,0
2425,"Kohët e fundit, çështja është komplekse dhe kërkon analizë të mëtejshme.",0/1
2426,Garancia nuk u respektua fare.,0
2427,Palët e ndryshme kanë qëndrime të ndryshme.,0/1
2428,Lajmi ishte i pasaktë dhe mashtrues.,0
2429,Kthimi i produktit u bë pa asnjë problem.,1
2430,"Sipas raporteve, informacioni ishte i saktë dhe i besueshëm.",1
2431,Ekipi tregoi profesionalizëm të lartë.,1
2432,"Sot, rezultatet ishin shumë nën pritshmëritë.",0
2433,Situata mbetet e njëjtë si javën e kaluar.,0/1
2434,"Nga ajo çfarë pashë, e bleva dhe nuk pendohem aspak.",1
2435,Do ta rekomandoj tek të gjithë miqtë e mi.,1
2436,"Këtë muaj, ky lajm më bëri të ndihem mirë.",1
2437,Aktiviteti ishte i organizuar keq.,0
2438,Njerëzit po vuajnë nga kjo politikë.,0
2439,Ndryshimet janë graduale dhe jo dramatike.,0/1
2440,Produkti arriti saktësisht siç u përshkrua.,1
2441,Cilësia ka rënë dramatikisht vitet e fundit.,0
2442,Cilësia ishte shumë nën pritjet e mia.,0
2443,Cilësia ishte shumë nën pritjet e mia.,0
2444,"Dje, cilësia tejkalon çmimin e paguar.",1
2445,"Kohët e fundit, palët e ndryshme kanë qëndrime të ndryshme.",0/1
2446,Asnjëherë nuk do ta blej sërish.,0
2447,Artikulli jep informacion bazik pa thellim.,0/1
2448,"Këtë muaj, shumë i kënaqur me porosinë time.",1
2449,Kompania nuk mori asnjë masë korrektuese.,0
2450,Aplikacioni është intuitiv dhe i shpejtë.,1
2451,Do të kërkoj rimbursim për këtë produkt.,0
2452,Kompania nuk mori asnjë masë korrektuese.,0
2453,Nuk do ta rekomandoj askujt këtë vend.,0
2454,"Siç duket, projekti dështoi plotësisht.",0
2455,Nuk e meritoja këtë shërbim të keq.,0
2456,Raporti përfshin të dhëna nga burime të ndryshme.,0/1
2457,Çmimi është shumë i arsyeshëm për cilësinë.,1
2458,Situata po përkeqësohet dhe nuk ka zgjidhje.,0
2459,Ndërtesa e re është e bukur dhe funksionale.,1
2460,"Duket se, skandali ka dëmtuar besimin e publikut.",0
2461,Materiali është i cilësisë së lartë.,1
2462,Ky vend është i mrekullueshëm për pushime.,1
2463,Situata është alarmante dhe shqetësuese.,0
2464,"Kohët e fundit, ekspozita ishte shumë edukuese.",1
2465,Situata nuk ka ndryshuar ndjeshëm muajt e fundit.,0/1
2466,Shkeljet e rregullave janë të shumta.,0
2467,Situata nuk ka ndryshuar ndjeshëm muajt e fundit.,0/1
2468,Ngjarjen nuk e organizuan siç duhet.,0
2469,Produkti ishte i falsifikuar dhe i rrezikshëm.,0
2470,"Vitin e kaluar, stafi ishte normal, as miqësor as i ftohtë.",0/1
2471,Produkti është saktësisht siç duket në foto.,1
2472,"Nga ajo çfarë pashë, kjo situatë është jashtëzakonisht e rëndë.",0
2473,Festivali solli gëzim për të gjithë.,1
2474,Çmimi është shumë i arsyeshëm për cilësinë.,1
2475,"Duket se, menaxhimi i situatës ishte katastrofik.",0
2476,Kjo kompani meriton gjithë lavdërimet.,1
2477,Shërbimi ndaj klientit ishte i jashtëzakonshëm.,1
2478,Mbështetja teknike ishte e shpejtë dhe efektive.,1
2479,Ekipi i mbështetjes ishte shumë ndihmues.,1
2480,Shërbimi ishte shumë i dobët dhe i pakujdesshëm.,0
2481,Zhvillimet janë nën monitorim të vazhdueshëm.,0/1
2482,Komentët e qytetarëve janë të ndryshme.,0/1
2483,Progresi i arritur është vërtet i jashtëzakonshëm.,1
2484,Faqja e internetit kishte shumë probleme teknike.,0
2485,"Nga ajo çfarë pashë, gjendja po përkeqësohet dita-ditës.",0
2486,Ky institucion ka humbur besueshmërinë.,0
2487,Kjo kompani meriton gjithë lavdërimet.,1
2488,Shërbimi ndaj klientit ishte i jashtëzakonshëm.,1
2489,Reportazhi ishte shumë profesional.,1
2490,Ushqimi ishte i shijshëm dhe i freskët.,1
2491,Jam i zemëruar me trajtimin që mora.,0
2492,Humbja e parave ishte e pafalshme.,0
2493,Informacioni i dhënë ishte i pasaktë.,0
2494,"Javën e kaluar, lajmi ishte i pasaktë dhe mashtrues.",0
2495,"Besoj se, cilësia ka rënë dramatikisht vitet e fundit.",0
2496,"Këtë muaj, vendimi solli pasoja negative për të gjithë.",0
2497,Cilësia e produktit ishte shumë e ulët.,0
2498,Palët e ndryshme kanë qëndrime të ndryshme.,0/1
2499,"Vitin e kaluar, shërbimi tejkaloi të gjitha pritshmëritë e mia.",1
2500,Çmimi është shumë i lartë për cilësinë.,0
2501,Puna e tyre ka lënë gjurmë pozitive.,1
2502,"Javën e kaluar, dizajni është elegant dhe modern.",1
2503,"Kohët e fundit, ekipi tregoi profesionalizëm të lartë.",1
2504,"Besoj se, projekti ka përparuar por ka ende sfida.",0/1
2505,Problemi nuk u zgjidh as pas javësh.,0
2506,Jam shumë i kënaqur me blerjen time.,1
2507,Shkeljet e rregullave janë të shumta.,0
2508,Pritja ishte e gjatë dhe e padurueshme.,0
2509,Mund të ketë prodhime që i pershtateshin me mire nevojes.,0/1
2510,Cilësia ka rënë dramatikisht vitet e fundit.,0
2511,Nuk do ta rekomandoj askujt këtë vend.,0
2512,Shërbimi tejkaloi të gjitha pritshmëritë e mia.,1
2513,Nuk ka ndryshime të mëdha të raportuara.,0/1
2514,Pritet një vendim zyrtar brenda javëve.,0/1
2515,Artikulli kishte shumë gabime faktike.,0
2516,Ky shërbim publik ka dështuar plotësisht.,0
2517,"Nga përvoja ime, faqja e internetit është e lehtë për t'u përdorur.",1
2518,U zhgënjeva shumë me blerjen time.,0
2519,Pritja ishte e gjatë dhe e padurueshme.,0
2520,"Sot, restoranti ka atmosferë shumë të këndshme.",1
2521,"Besoj se, e lexova të gjithë artikullin me kënaqësi.",1
2522,Zhvillimet janë nën monitorim të vazhdueshëm.,0/1
2523,Statistikat tregojnë tendenca të ndryshme.,0/1
2524,Informacioni i dhënë ishte i pasaktë.,0
2525,"Sot, produkti është i bukur dhe funksional.",1
2526,Procesi po vazhdon sipas planit.,0/1
2527,Ky produkt ka ndryshuar jetën time përditë.,1
2528,Artikulli ishte i shkruar mirë dhe qartë.,1
2529,Puna e tyre ka lënë gjurmë pozitive.,1
2530,Produkti nuk përputhej me përshkrimin.,0
2531,Çmimi është shumë i arsyeshëm për cilësinë.,1
2532,Ky produkt ka ndryshuar jetën time përditë.,1
2533,Problemi vazhdon pa u zgjidhur.,0
2534,"Këtë muaj, e bleva dhe do ta vlerësoj me kalimin e kohës.",0/1
2535,Rezultatet ishin shumë nën pritshmëritë.,0
2536,Garancia nuk u respektua fare.,0
2537,Ndërtesa e re është e bukur dhe funksionale.,1
2538,"Mendoj se, funksionet janë saktësisht ato që kishim nevojë.",1
2539,Cilësia e produktit është e shkëlqyer.,1
2540,Cilësia korrespondon me çmimin e paguar.,0/1
2541,Stafi nuk dinte asgjë rreth produktit.,0
2542,Faqja e internetit është e lehtë për t'u përdorur.,1
2543,Procesi i kthimit ishte shumë i komplikuar.,0
2544,Rezultatet janë të përziera dhe varen nga perspektiva.,0/1
2545,"Sipas raporteve, shkeljet e rregullave janë të shumta.",0
2546,Situata nuk ka ndryshuar ndjeshëm muajt e fundit.,0/1
2547,"Sipas raporteve, produkti ka disa aspekte pozitive dhe negative.",0/1
2548,Projekti ka sjellë ndryshime pozitive.,1
2549,Ekspozita ishte shumë edukuese.,1
2550,Ngjarja la kujtime të paharrueshme.,1
2551,Restoranti ka atmosferë shumë të këndshme.,1
2552,Ky produkt është investimi më i mirë që kam bërë.,1
2553,Politika është ende nën debat.,0/1
2554,Projekti ka përparuar por ka ende sfida.,0/1
2555,Procesi po vazhdon sipas planit.,0/1
2556,Ngjarjet janë zhvilluar normalisht pa incidente.,0/1
2557,"Vitin e kaluar, njerëzit po vuajnë nga kjo politikë.",0
2558,"Përvojë shumë pozitive, do të kthehem.",1
2559,Shumë i kënaqur me porosinë time.,1
2560,"Sot, aplikacioni është intuitiv dhe i shpejtë.",1
2561,Nuk e meritoja këtë shërbim të keq.,0
2562,Informacioni i dhënë ishte i pasaktë.,0
2563,Paketa ishte e dëmtuar kur arriti.,0
2564,Pritet një vendim zyrtar brenda javëve.,0/1
2565,Trajnimi i ndihmoi shumë punonjësit.,1
2566,Lajmet e fundit janë shumë informuese.,1
2567,"Vitin e kaluar, produkti ka disa aspekte pozitive dhe negative.",0/1
2568,"Besoj se, pritet një vendim zyrtar brenda javëve.",0/1
2569,Suksesi i tyre është i merituar plotësisht.,1
2570,"Nga përvoja ime, nuk mund të besoj se publikuan diçka të tillë.",0
2571,"Sipas raporteve, ky vendim do të dëmtojë shumë njerëz.",0
2572,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
2573,Statistikat tregojnë tendenca të ndryshme.,0/1
2574,"Kohët e fundit, ky produkt është investimi më i mirë që kam bërë.",1
2575,"Këtë muaj, problem i njëjtë tashmë herën e tretë.",0
2576,"Javën e kaluar, informacioni ishte i vjetëruar dhe i rremë.",0
2577,Stafi nuk dinte asgjë rreth produktit.,0
2578,Projekti dështoi plotësisht.,0
2579,"Mendoj se, vendimi ishte i gabuar dhe i dëmshëm.",0
2580,Restoranti ka atmosferë shumë të këndshme.,1
2581,"Siç duket, cilësia ka rënë dramatikisht vitet e fundit.",0
2582,U zhgënjeva shumë me blerjen time.,0
2583,Shërbimi tejkaloi të gjitha pritshmëritë e mia.,1
2584,Punonjësit nuk janë të trajnuar mirë.,0
2585,Çmimi është shumë i lartë për cilësinë.,0
2586,Suksesi i tyre është i merituar plotësisht.,1
2587,"Këtë muaj, infrastruktura është në gjendje të mjerueshme.",0
2588,Çmimi është shumë i arsyeshëm për cilësinë.,1
2589,Kjo kompani meriton gjithë lavdërimet.,1
2590,"Kohët e fundit, ky vendim ka efekte pozitive dhe negative.",0/1
2591,"Siç duket, ky produkt ka ndryshuar jetën time përditë.",1
2592,Zhvillimet janë nën monitorim të vazhdueshëm.,0/1
2593,Ngjarjet janë zhvilluar normalisht pa incidente.,0/1
2594,Aktiviteti ishte i organizuar keq.,0
2595,Raporti përfshin të dhëna nga burime të ndryshme.,0/1
2596,Statistikat tregojnë tendenca të ndryshme.,0/1
2597,Shkeljet e rregullave janë të shumta.,0
2598,Shërbimi ndaj klientit ishte i jashtëzakonshëm.,1
2599,Do ta rekomandoj tek të gjithë miqtë e mi.,1
2600,"Nga përvoja ime, klienti u trajtua me respekt dhe kujdes.",1
2601,"Sot, shërbimi i klientit nuk u përgjigj fare.",0
2602,Nuk po shihet asnjë zgjidhje afër.,0
2603,"Nga përvoja ime, shërbimi tejkaloi të gjitha pritshmëritë e mia.",1
2604,Produkti nuk funksionoi siç duhet.,0
2605,Humbja e parave ishte e pafalshme.,0
2606,Aktiviteti ishte i organizuar keq.,0
2607,Stafi ishte i pasjellshëm dhe i pakujdesshëm.,0
2608,"Sot, gazetari ka bërë punë të shkëlqyer.",1
2609,Shërbimi i klientit nuk u përgjigj fare.,0
2610,"Nga ajo çfarë pashë, ka argumente nga të dyja anët e çështjes.",0/1
2611,Ekipi tregoi profesionalizëm të lartë.,1
2612,"Duket se, ky raportim është skandaloz.",0
2613,Produkti është saktësisht siç duket në foto.,1
2614,Mungonte plotësisht transparenca.,0
2615,"Kohët e fundit, artikulli jep informacion bazik pa thellim.",0/1
2616,Nuk po shihet asnjë zgjidhje afër.,0
2617,"Nga ajo çfarë pashë, shërbimi i klientit u përgjigj menjëherë.",1
2618,Politika është ende nën debat.,0/1
2619,Gazetaria e keqe dëmton shoqërinë.,0
2620,Gazetaria e keqe dëmton shoqërinë.,0
2621,Aplikacioni është intuitiv dhe i shpejtë.,1
2622,Statistikat tregojnë tendenca të ndryshme.,0/1
2623,Ka argumente nga të dyja anët e çështjes.,0/1
2624,Kompania nuk mori asnjë masë korrektuese.,0
2625,Jam shumë i kënaqur me blerjen time.,1
2626,Opinionet e njerëzve ndahen rreth kësaj çështjeje.,0/1
2627,"Besoj se, kjo situatë është jashtëzakonisht e rëndë.",0
2628,Bashkëpunimi ishte shumë i vështirë.,0
2629,"Sot, jam absolutisht i entuziazmuar me rezultatin.",1
2630,Paketa ishte e kujdesshme dhe e sigurt.,1
2631,Procesi i kthimit ishte shumë i komplikuar.,0
2632,"Sot, libri është ndër më të mirët që kam lexuar.",1
2633,"Kohët e fundit, kjo politikë do të ndihmojë shumë njerëz.",1
2634,Aktiviteti ishte i organizuar keq.,0
2635,"Kohët e fundit, informacioni ishte i saktë dhe i besueshëm.",1
2636,"Shërbimi ishte mesatar, jo shumë i mirë dhe jo i keq.",0/1
2637,Jam i mahnitur me shpejtësinë e dorëzimit.,1
2638,"Duket se, përvojë shumë pozitive, do të kthehem.",1
2639,Rekomandoj fuqishëm këtë dyqan.,1
2640,Situata nuk ka ndryshuar ndjeshëm muajt e fundit.,0/1
2641,"Javën e kaluar, kam blerë produktin dhe po e vlerësoj akoma.",0/1
2642,Nuk mund të besoj se publikuan diçka të tillë.,0
2643,Infrastruktura është në gjendje të mjerueshme.,0
